Datetime,Hash,Parent,Author,Commit Msg,Filepath,Filename,Removed Test Case
,,,,,src/test/java/org/jfree/chart/plot/PiePlot3DTest.java,PiePlot3DTest.java,testEquals
,,,,,,,testSerialization
,,,,,,,testDrawWithNullDataset
10/31/2020 07:05:57,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/24d76ded7149e3896c25cd3a478373aae9b5bf09"", ""24d76ded7149e3896c25cd3a478373aae9b5bf09"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/2aa60dd88cb944cd9f6423511f8daac391fb621b"", ""2aa60dd88cb944cd9f6423511f8daac391fb621b"")",sergei@tachenov.name,Add tests for RegularTimePeriod.previous() methods,src/test/java/org/jfree/data/time/DayTest.java,DayTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/HourTest.java,HourTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/MillisecondTest.java,MillisecondTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/MinuteTest.java,MinuteTest.java,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/MonthTest.java,MonthTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/QuarterTest.java,QuarterTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/SecondTest.java,SecondTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/WeekTest.java,WeekTest.java,testNext
,,,,,,,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
,,,,,src/test/java/org/jfree/data/time/YearTest.java,YearTest.java,testNextWithThreadLocalCalendar
,,,,,,,testNextWithCalendarPrototype
02/28/2021 10:24:20,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/93078512157362e7584af9a67a23a75b55b2f239"", ""93078512157362e7584af9a67a23a75b55b2f239"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/b869a3fe44d9b5e8b848d25b8061a63d3553399c"", ""b869a3fe44d9b5e8b848d25b8061a63d3553399c"")",dave@jfree.org,Replace StrokeMap class with regular Map.,src/test/java/org/jfree/chart/internal/StrokeMapTest.java,StrokeMapTest.java,testGetStroke
,,,,,,,testPut
,,,,,,,testEquals
,,,,,,,testCloning
,,,,,,,testSerialization1
,,,,,,,testSerialization2
02/28/2021 10:47:40,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/6e51b1bca58b6d4a76f53f433d03a94c3594ef82"", ""6e51b1bca58b6d4a76f53f433d03a94c3594ef82"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/93078512157362e7584af9a67a23a75b55b2f239"", ""93078512157362e7584af9a67a23a75b55b2f239"")",dave@jfree.org,Replace PaintMap class with regular Map.,src/test/java/org/jfree/chart/internal/PaintMapTest.java,PaintMapTest.java,testGetPaint
,,,,,,,testPut
,,,,,,,testEquals
,,,,,,,testCloning
,,,,,,,testSerialization1
,,,,,,,testSerialization2
03/04/2021 12:08:47,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/23f2266614cdb362870069a124af4e4335cc54a6"", ""23f2266614cdb362870069a124af4e4335cc54a6"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/8f80ac68c27cadf3e8046e2840f896f0088e8d81"", ""8f80ac68c27cadf3e8046e2840f896f0088e8d81"")",dave@jfree.org,"Delete PaintList class (replace with Map<Integer, Paint>)",src/test/java/org/jfree/chart/JFreeChartTest.java,JFreeChartTest.java,testSerialization4
03/05/2021 22:08:30,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/febda0a6412471eb9a1d9d1bc975e6d81a18a72d"", ""febda0a6412471eb9a1d9d1bc975e6d81a18a72d"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/ee91627a19d9bafde058ea2663dc6405f9f01e3b"", ""ee91627a19d9bafde058ea2663dc6405f9f01e3b"")",dave@jfree.org,Remove unused DatasetGroup,src/test/java/org/jfree/data/general/DatasetGroupTest.java,DatasetGroupTest.java,testSerialization
03/06/2021 03:19:27,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/2781c2a842d61604bceba5d1bf5d599456d82fdd"", ""2781c2a842d61604bceba5d1bf5d599456d82fdd"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/78f29abd221151e3afbee5eda9a9341c8aa59846"", ""78f29abd221151e3afbee5eda9a9341c8aa59846"")",dave@jfree.org,Remove some unnecessary cloning code.,src/test/java/org/jfree/chart/internal/CloneUtilsTest.java,CloneUtilsTest.java,testCloneString
01/02/2022 11:38:48,"=HYPERLINK(""https://github.com/jfree/jfreechart/commit/2b7df0cec3c8966f0f2e55e7a61cbcf33a06e383"", ""2b7df0cec3c8966f0f2e55e7a61cbcf33a06e383"")","=HYPERLINK(""https://github.com/jfree/jfreechart/commit/46aec2fa3e3386eeed9f19e9c17446837978d3f1"", ""46aec2fa3e3386eeed9f19e9c17446837978d3f1"")",dave@jfree.org,Make series key immutable and remove domain and range descriptions from series (simplification).,src/test/java/org/jfree/data/time/TimeSeriesTest.java,TimeSeriesTest.java,testEquals2
,,,,,,,testSetKey
,,,,,src/test/java/org/jfree/data/xy/XYSeriesCollectionTest.java,XYSeriesCollectionTest.java,testRenameSeries
,,,,,,,testSeriesRename
,,,,,src/test/java/org/jfree/data/xy/XYSeriesTest.java,XYSeriesTest.java,testSetKey
